"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
w1,employment_hh2bl_employment_56,"Now I have some questions about your employment situation. ",radio,"<div class=""rich-text-field-label""><p>Are you currently employed, working in your own business, or doing any work for pay, including gig work or day jobs (such as being a day laborer)?</p> <p> </p> <p><span style=""color: #ba372a;"">Allow ppt to respond Y/N. </span></p> <p><span style=""color: #ba372a;"">Only if ppt volunteers: <span style=""font-weight: normal; color: #236fa1;"">Do not include selling drugs, sex work, recycling, or panhandling. Monthly income for these categories comes up later, if applicable.</span></span><br /><br /></p> <p> </p> <p> </p></div>","1, Yes | 2, No | -98, Don't know | -99, Refused",,,,,,,,,,,,
w3,employment_hh2bl_employment_56,,text,"During the last 30 days, on average, how many hours did you work per week in paid employment in all full or part-time jobs, including day labor?",,"1-80 hours per week, -98 = Don't know, -99 = Refused",number,1,80,,"[w1] = '1'",,,,,,
w10,employment_hh2bl_employment_56,,text,"<div class=""rich-text-field-label""><p>During the course of your life, what is or was your usual occupation?</p> <p> </p></div>",,"[usual occupation], -98 = Don't know/Refused",,,,,,,,,,,
w10a,employment_hh2bl_employment_56,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">(DO NOT READ) What is the category under which this job falls?</span></p></div>","1, Higher executive, major professions, owners of large businesses | 2, Business managers of medium sized businesses, lesser professions, e.g., nurses, opticians, pharmacists, social workers, teachers | 3, Administrative personnel, managers, minor professionals, owners/proprietors of small businesses, e.g., bakery, car dealership, engraving business, plumbing business, florist, decorator, actor, reporter, travel agent | 4, Clerical and sales, technicians, small businesses (e.g., bank teller, bookkeeper, clerk, draftsperson, timekeeper, secretary) | 5, Skilled manual - usually having had training (baker, barber, mechanic, chef, electrician, fire fighter, machinist, paperhanger, painter, repairperson, tailor, welder, police, plumber) | 6, Semi-skilled (hospital aid, painter, bartender, bus driver, cutter, cook, drill press, security guard, checker, waiter, spot welder, machine operator) | 7, Unskilled (attendant, janitor, construction helper, unspecified labor, porter, including unemployed) | 8, Don't know/Refused",,,,,,,,,,,,
d4a,income_hh2bl_income_58,"<div class=""rich-text-field-label""><p>I'd like to ask you about your income.</p> <p><span style=""color: #236fa1;"">Please include your personal income but do not include income from members of your personal household.</span></p></div>",checkbox,"<div class=""rich-text-field-label""><p>In the last 6 months, did you receive any form of government benefits, such as General Assistance, SSI, SSDI, Unemployment, Social Security, or VA benefits?<br />(CHECK ALL THAT APPLY)</p> <p> </p> <p><span style=""color: #ba372a;"">DO NOT count other members of the personal household</span></p></div>","1, GA (General Assistance) | 2, SSI (Supplemental Security Income) or SSDI (Social Security Disability Insurance) | 3, Unemployment Insurance benefits | 4, Social Security benefits | 5, VA (Veterans' Administration) benefits | 7, Other | 8, None of these | -98, Don't know/Refused",,,,,,,,,,,,
d4aa,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>What other government assistance did you receive?</p></div>",,"[other government assistance], -98 = Don't know, -99 = Refused",,,,,"[d4a(7)] = '1'",,,,,,
d4b1,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Did you receive GA<span style=""color: #169179;""> </span>benefits in the last 30 days?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4a(1)] = '1'",,,,,,
d4c1,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much money did you get from GA in the last 30 days?</p></div>",,"$0-5,000, -98 = Don't know/Refused",,,,,"[d4b1] = '1'",,,,,,
d4b2,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Did you receive SSI/SSDI in the last 30 days?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4a(2)] = '1'",,,,,,
d4c2,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much money did you get from SSI/SSDI in the last 30 days?</p></div>",,"$1-5,000, -98 = Don't know/Refused",,,,,"[d4b2] = '1'",,,,,,
d4a_2,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Are you being evaluated for SSI or SSDI?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4a(2)] = '0'",,,,,,
d4b3,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Did you receive Unemployment Insurance in the last 30 days?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4a(3)] = '1'",,,,,,
d4c3,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much money did you get from Unemployment Insurance in the last 30 days?</p></div>",,"$1-5,000, -98 = Don't know/Refused",,,,,"[d4b3] = '1'",,,,,,
d4b4,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Did you receive Social Security benefits in the last 30 days?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4a(4)] = '1'",,,,,,
d4c4,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much money did you get from Social Security in the last 30 days?</p></div>",,"$1-5,000, -98 = Don't know/Refused",,,,,"[d4b4] = '1'",,,,,,
d4b5,income_hh2bl_income_58,,radio,"Did you receive VA benefits in the last 30 days?","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4a(5)] = '1'",,,,,,
d4c5,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much money did you get from VA benefits in the last 30 days?</p></div>",,"$1-5,000, -98 = Don't know/Refused",,,,,"[d4b5] = '1'",,,,,,
d4b7,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Did you receive any [d4aa] in last 30 days?</p> <p><span style=""color: #ba372a;"">(other government assistance)</span></p></div>","1, Yes | 2, No | -98, Don't know | -99, Refused",,,,,,"[d4a(7)] = '1'",,,,,,
d4c7,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much [d4aa] did you receive in the last 30 days?</p> <p><span style=""color: #e03e2d;"">(other government assistance)</span></p></div>",,"1-5,000 dollars, -98 = Don't know, -99 = Refused",,,,,"[d4b7] = '1'",,,,,,
d4b,income_hh2bl_income_58,,checkbox,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">During the last 6 months, did you receive any money from the following sources?</span><br /><span style=""color: #000000;"">(CHECK ALL THAT APPLY)</span></p></div>","1, A pension | 2, Formal employment (a job or business paid in taxable wages, full or part-time work) | 11, Informal employment including day laboring jobs where someone paid you in cash | 12, Gig work (Door Dash, Uber, Lyft, etc.) | 3, Money given to you by family members or friends | 4, Selling used items (e.g., used books or clothes) or recycling | 5, Panhandling or asking people for money | 6, Selling food stamps | 7, Selling drugs | 8, Having sex with someone for money | 9, Other | 10, None of these | -98, Don't know/Refused",,,,,,,,,,,,
d4bb,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>From what other source did you receive money?</p></div>",,"[other income source], -98 = Don't know, -99 = Refused",,,,,"[d4b(9)] = '1'",,,,,,
d4bb1,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Did you receive a pension in the last 30 days?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4b(1)] = '1'",,,,,,
d4cc1,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much money did you get from pension benefits in the last 30 days?</p></div>",,"1-5,000 dollars, -98 = Don't know/Refused",,,,,"[d4bb1] = '1'",,,,,,
d4bb2,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Did you receive salary, wages, or business income in the last 30 days?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4b(2)] = '1' or [d4b(11)] = '1' or [d4b(12)] = '1'",,,,,,
d4cc2,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much did you receive in wages or salary in the last 30 days?</p></div>",,"1-5,000 dollars, -98 = Don't know/Refused",,,,,"[d4bb2] = '1'",,,,,,
d4bb3,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Did you receive money from family or friends in the last 30 days?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4b(3)] = '1'",,,,,,
d4cc3,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much money did you get from family or friends in the last 30 days?</p></div>",,"1-5,000 dollars, -98 = Don't know/Refused",,,,,"[d4bb3] = '1'",,,,,,
d4bb4,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Did you receive money from selling items or recycling in the last 30 days?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4b(4)] = '1'",,,,,,
d4cc4,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much money did you make selling items or recycling in the last 30 days?</p></div>",,"1-5,000 dollars, -98 = Don't know/Refused",,,,,"[d4bb4] = '1'",,,,,,
d4bb5,income_hh2bl_income_58,,radio,"Did you receive money from panhandling in the last 30 days?","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4b(5)] = '1'",,,,,,
d4cc5,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much money did you make panhandling or asking people for money in the last 30 days?</p></div>",,"1-5,000 dollars, -98 = Don't know/Refused",,,,,"[d4bb5] = '1'",,,,,,
d4bb6,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Did you receive money by selling food stamps in the last 30 days?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4b(6)] = '1'",,,,,,
d4cc6,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much money did you make selling food stamps in the last 30 days?</p></div>",,"1-5,000 dollars, -98 = Don't know/Refused",,,,,"[d4bb6] = '1'",,,,,,
d4bb7,income_hh2bl_income_58,,radio,"Did you receive money by selling drugs in the last 30 days?","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4b(7)] = '1'",,,,,,
d4cc7,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much money did you make selling drugs in the last 30 days?</p></div>",,"1-5,000 dollars, -98 = Don't know/Refused",,,,,"[d4bb7] = '1'",,,,,,
d4bb8,income_hh2bl_income_58,,radio,"Did you have sex with someone for money in the last 30 days?","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4b(8)] = '1'",,,,,,
d4cc8,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much money did you make having sex with someone for money in the last 30 days?</p></div>",,"1-5,000 dollars, -98 = Don't know/Refused",,,,,"[d4bb8] = '1'",,,,,,
d4bb9,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Did you receive (OTHER INCOME) in last 30 days?</p></div>","1, Yes | 2, No | -98, Don't know | -99, Refused",,,,,,"[d4b(9)] = '1'",,,,,,
d4cc9,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much (OTHER INCOME) did you receive in the last 30 days?</p></div>",,"1-5,000 dollars, -98 = Don't know, -99 = Refused",,,,,"[d4bb9] = '1'",,,,,,
d7,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Do you receive food stamps now? <br /><span style=""color: #236fa1;"">Food stamps are also known as Cal-Fresh or SNAP.</span></p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,,,,,,,
d7a,income_hh2bl_income_58,,text,"<div class=""rich-text-field-label""><p>How much do you get each month in food stamps?</p></div>",,"1-5,000 dollars, -98 = Don't know/Refused",,,,,"[d7] = '1'",,,,,,
d8,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>In the past 6 months, have you used a payee or money manager to receive a benefit check?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[d4a(1)] = '1' or [d4a(2)] = '1' or [d4a(3)] = '1' or [d4a(4)] = '1' or [d4a(5)] = '1' or [d4a(7)] = '1'",,,,,,
d8a,income_hh2bl_income_58,,radio,"<div class=""rich-text-field-label""><p>Are you required to use a payee or money manager?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,,,,,,,
pers_hh_size,income_hh2bl_income_58,,dropdown,"<div class=""rich-text-field-label""><p>How many people are in your personal household?</p> <p><span style=""color: #236fa1;"">By personal household, I mean everyone you live with that you share income and expenses with. This could include partners, children, or others.</span></p></div>","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11+",,,,,,,,,,,,
p1a,social_support_hh2bl_socialsupport_66,,radio,"In your life now, do you have a close friend or family member in whom you can confide or talk to about yourself and your problems?","1, Yes | 2, No | -98, Don't know/Refused",,,,,,,,,,,,
p1b,social_support_hh2bl_socialsupport_66,,text,"How many close friends or family members do you have?",,"# of close friends or family members, -98 = Don't know/Refused",,,,,"[p1a] = '1'",,,,,,
p1c,social_support_hh2bl_socialsupport_66,,radio,"Is there someone who will lend or give you money if you need it?","1, Yes | 2, No | -98, Don't know/Refused",,,,,,,,,,,,
p1d,social_support_hh2bl_socialsupport_66,,radio,"Do you have someone who will take you in if you need a place to stay?","1, Yes | 2, No | -98, Don't know/Refused",,,,,,,,,,,,
p1e,social_support_hh2bl_socialsupport_66,,checkbox,"<div class=""rich-text-field-label""><p>Who would take you in if you needed a place to stay? <br />(CHECK ALL THAT APPLY)</p></div>","1, Your child | 2, Other relative | 3, Partner | 4, Friend | 6, Parent | 5, Other | -98, Don't know/Refused",,,,,,"[p1d] = '1'",,,,,,
p1e1,social_support_hh2bl_socialsupport_66,,text,"<div class=""rich-text-field-label""><p>Who is this other person?<br /><span style=""color: #236fa1;"">(...person(s) who would take you in if you needed a place to stay?)</span></p></div>",,"[relationship to other person(s)], -98 = Don't know, -99 = Refused",,,,,"[p1e(5)] = '1'",,,,,,
p2,social_support_hh2bl_socialsupport_66,,radio,"In your life now, do you attend a place or worship (church, mosque, synagogue, etc.), or go to a community center or senior center, or to any other type of club or regular meeting?","1, Yes | 2, No | -98, Don't know/Refused",,,,,,,,,,,,
